CONT10,0.500100953433,0.286720682527,-0.81712317712,0.997876663605,2.77555756156e-16,0.0651318987268,52420.5662776,0.194157961587,-0.980485202605,0.0308456386685,38282.0011433,0.329278004329,-0.942670333109,0.0543013714437,6941.61213075,0.170809892425,-0.984957192208,0.0261402021351,6649.67517198,-0.113216642061,-0.993398051178,-0.0185014560494
CONT11,0.957586246483,0.288146803812,-0.0,1.0,3.88578058619e-16,0.0,2217.3927515,0.264468862697,-0.964348871576,-0.00935278322045,1843.04548477,-0.0055947202995,-0.999984112933,-0.00068774016533,1478.94494979,0.297863580316,-0.954607426071,-0.00139628513279,1382.6256713,0.252246284033,-0.967609854512,-0.0101479870813
Cont12,0.63602590886,0.115811333612,-0.762927767397,0.999967738013,3.05311331772e-16,0.00803261683316,1724.24259759,0.148511183896,-0.988595203347,0.0249790347534,232.014242574,0.204752165948,-0.97823274203,0.0337231813422,212.183965431,0.111660081803,-0.993538422815,0.0203329417945,83.2871640009,0.362302947888,-0.930685224769,0.0506121166134
CONT13,0.955740259744,0.261506707126,0.134813938568,0.999987961317,-3.33066907388e-16,-0.00490685456036,4888.81292429,-0.972798963771,0.231551447453,0.00678993876064,1772.06868472,-0.316287270727,0.948652788453,0.00449992636411,731.809934646,-0.922980403348,0.384793060854,0.00644013614513,233.856618234,-0.325980578178,0.945347250927,0.00743221472325
CONT14,0.877696076445,-0.019939088021,-0.478802704839,0.999999994119,-1.38777878078e-17,0.000108448449927,859.917921899,0.70186448379,-0.711721968511,0.028949713877,273.557781866,0.0766811767278,-0.997037762482,0.00597472344955,219.30792639,0.521482646202,-0.853072501441,0.0179765679415,77.3349003587,0.624298556728,-0.780771962754,0.0254254644742
CONT15,0.987529439248,0.0301989918284,0.15451093007,0.999999997454,4.92661467177e-16,-7.13609585887e-05,13961.0037556,-0.953276450694,-0.301988288599,0.00819036639265,12606.0257421,-0.955263581896,-0.295651345275,0.00785946183469,12508.369669,-0.29997679203,-0.953943510769,0.00238799185192,7743.82141753,0.269202020647,-0.963073529925,-0.0044326106775
CONT16,0.925734071151,0.0988253662595,0.365034212772,0.99999813844,0.0,-0.00192953779659,14732.8102658,0.986498581021,-0.159199079953,-0.0384213818769,12388.8864844,0.937062548797,-0.347586344347,-0.033128731721,10476.2684749,-0.913041589609,-0.406844506091,0.0288548697499,9981.50622155,0.992645792494,-0.114493013055,-0.0393151447392
CONT17,0.988614562669,-0.05636745275,0.139513285208,0.99999997483,2.08166817117e-17,-0.000224364370618,1854.65696211,0.231757245843,-0.972768473759,0.00317418635124,694.673844399,0.181145482734,-0.983451093775,0.00320316049706,281.065601455,0.299978157386,-0.953936526419,0.00426716004019,47.0009366982,0.16057030709,-0.986974122956,0.00996278559526
CONT18,0.909668702297,-0.0773125873292,-0.408075502696,0.999999099124,-7.77156117238e-16,0.00134229318424,6335.45828168,-0.628791965662,-0.777291900744,-0.0209276122896,1472.47525092,-0.592798928281,-0.805091480479,-0.0204239734179,620.270662694,-0.79932428328,-0.600330163352,-0.0261607555045,289.154466373,-0.483458071687,-0.875353985139,-0.00486760942704
CONT19,0.999023869977,0.0441736031718,0.0,1.0,5.13478148889e-16,0.0,14247.7566039,-0.515507096897,-0.856883175944,-0.00191202321145,8180.75565286,-0.568369919033,-0.822772145337,-0.00127749635348,6786.94173139,0.829947836855,0.557838641378,-0.0016242800277,973.848466271,-0.420304233245,0.907367132439,-0.00540726236656
